rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
24,Cleveland Force SC ECNL G07,Cleveland Force SC,46989,3,1,2,0,3,1.0,10,8,2,G2007,Champions League
25,San Diego Surf ECNL G07,San Diego Surf Soccer Club,45876,3,1,2,0,3,1.0,5,5,0,G2007,Champions League
26,Tennessee Soccer Club ECNL G07,Tennessee SC,35277,3,1,2,0,3,1.0,6,7,-1,G2007,Champions League
27,FL Premier FC ECNL G07,Florida Premier FC,69290,3,1,2,0,3,1.0,3,4,-1,G2007,Champions League
28,Real Colorado National ECNL G07,Real Colorado,45854,3,1,2,0,3,1.0,4,6,-2,G2007,Champions League
29,Connecticut FC ECNL G07,Connecticut FC,24089,3,1,2,0,3,1.0,4,6,-2,G2007,Champions League
30,Match Fit Academy ECNL G07,Match Fit Surf,34504,3,1,2,0,3,1.0,3,8,-5,G2007,Champions League
31,World Class FC ECNL G07,World Class FC,35284,3,1,2,0,3,1.0,1,6,-5,G2007,Champions League
32,Seattle United  ECNL G07,Seattle United,35177,3,0,1,2,2,0.67,4,5,-1,G2007,Champions League
33,Charlotte SA ECNL G07,Charlotte Soccer Academy,44722,3,0,1,2,2,0.67,1,2,-1,G2007,Champions League
34,VA Union ECNL G07,Fairfax Virginia Union,25892,3,0,2,1,1,0.33,3,6,-3,G2007,Champions League
35,Sting Dallas Black ECNL G07,Sting Soccer Club,12441,3,0,2,1,1,0.33,2,6,-4,G2007,Champions League
36,GSA ECNL G07,Gwinnett Soccer Academy,33371,3,0,2,1,1,0.33,1,5,-4,G2007,Champions League
37,Minnesota Thunder ECNL G07,No Club Selection,35253,3,0,2,1,1,0.33,1,11,-10,G2007,Champions League
38,Tulsa SC ECNL G07,No Club Selection,35234,3,0,3,0,0,0.0,3,7,-4,G2007,Champions League
39,SLAMMERS FC ECNL G07,Slammers FC,18022,3,0,3,0,0,0.0,3,9,-6,G2007,Champions League
40,Rebels SC ECNL G07,Rebels Soccer Club,9867,3,0,3,0,0,0.0,1,7,-6,G2007,Champions League
41,United Futbol Academy ECNL G07,United Futbol Academy,45835,3,0,3,0,0,0.0,4,12,-8,G2007,Champions League
42,Concorde Fire Platinum ECNL G07,Concorde Fire ,35256,3,0,3,0,0,0.0,3,11,-8,G2007,Champions League
43,OK Energy FC ECNL G07,Oklahoma Energy FC,59504,3,0,3,0,0,0.0,0,10,-10,G2007,Champions League
44,NC Fusion ECNL G07,NC Fusion,35269,3,0,3,0,0,0.0,2,15,-13,G2007,Champions League
1,Penn Fusion SA ECNL G08,Penn Fusion Soccer Academy,44737,3,3,0,0,9,3.0,13,4,9,G2008,Champions League
2,Slammers FC HB Koge ECNL G08,Slammers FC HB Koge,29720,3,3,0,0,9,3.0,12,3,9,G2008,Champions League
3,Real Colorado National ECNL G08,Real Colorado,45853,3,3,0,0,9,3.0,7,0,7,G2008,Champions League
4,FC Stars Blue ECNL G08,FC Stars,35278,3,3,0,0,9,3.0,6,1,5,G2008,Champions League
5,Michigan Hawks ECNL G08,Michigan Hawks,46771,3,2,0,1,7,2.33,12,2,10,G2008,Champions League
6,Solar SC ECNL G08,Solar SC,46791,3,2,0,1,7,2.33,11,3,8,G2008,Champions League
7,So Cal Blues ECNL G08,So Cal Blues,29588,3,2,0,1,7,2.33,10,2,8,G2008,Champions League
8,MVLA ECNL G08,MVLA,30872,3,2,0,1,7,2.33,10,4,6,G2008,Champions League
9,De Anza Force ECNL G08,Force,45841,3,2,0,1,7,2.33,8,2,6,G2008,Champions League
10,PDA Blue ECNL G08,PDA Blue (North),3701,3,2,1,0,6,2.0,8,2,6,G2008,Champions League
11,San Diego Surf ECNL G08,San Diego Surf Soccer Club,45875,3,2,1,0,6,2.0,8,3,5,G2008,Champions League
12,Sporting Blue Valley ECNL G08,Sporting Blue Valley,46617,3,2,1,0,6,2.0,7,2,5,G2008,Champions League
13,XF Academy ECNL G08,No Club Selection,21818,3,2,1,0,6,2.0,6,1,5,G2008,Champions League
14,San Juan SC ECNL G08,No Club Selection,39174,3,2,1,0,6,2.0,9,6,3,G2008,Champions League
15,NVA ECNL G08,Northern Virginia Alliance,46824,3,2,1,0,6,2.0,9,7,2,G2008,Champions League
16,Beach FC (CA) ECNL G08,Beach Futbol Club,60045,3,2,1,0,6,2.0,7,5,2,G2008,Champions League
17,Ohio Premier ECNL G08,Ohio Premier,46800,3,2,1,0,6,2.0,7,5,2,G2008,Champions League
18,NC Courage ECNL G08,NC Courage Academy,44728,3,2,1,0,6,2.0,7,6,1,G2008,Champions League
19,SLSG Navy ECNL G08,St. Louis Scott Gallagher,46768,3,2,1,0,6,2.0,7,6,1,G2008,Champions League
20,Ohio Elite Soccer Academy ECNL G08,Ohio Elite Soccer Academy,46798,3,2,1,0,6,2.0,5,4,1,G2008,Champions League
21,Sting Dallas Black ECNL G08,Sting Soccer Club,11429,3,1,0,2,5,1.67,7,2,5,G2008,Champions League
22,Legends FC ECNL G08,Legends FC (CA),8362,3,1,1,1,4,1.33,6,3,3,G2008,Champions League
23,World Class FC ECNL G08,World Class FC,36640,3,1,1,1,4,1.33,4,4,0,G2008,Champions League
24,Eagles SC ECNL G08,Eagles SC,6122,3,1,1,1,4,1.33,6,7,-1,G2008,Champions League
25,DKSC ECNL G08,No Club Selection,45734,3,1,1,1,4,1.33,4,7,-3,G2008,Champions League
26,FC Alliance ECNL G08,FC Alliance TN,46371,3,1,2,0,3,1.0,5,7,-2,G2008,Champions League
27,Wilmington Hammerheads ECNL G08,Wilmington Hammerheads,46818,3,1,2,0,3,1.0,3,5,-2,G2008,Champions League
28,VDA ECNL G08,Virginia Development Academy,46823,3,1,2,0,3,1.0,1,3,-2,G2008,Champions League
29,Sting Austin ECNL G08,Sting Austin,46779,3,1,2,0,3,1.0,3,6,-3,G2008,Champions League
30,FC Dallas ECNL G08,FC Dallas Youth,46900,3,1,2,0,3,1.0,3,6,-3,G2008,Champions League
31,Concorde Fire Platinum ECNL G08,Concorde Fire ,46806,3,1,2,0,3,1.0,1,4,-3,G2008,Champions League
32,Connecticut FC ECNL G08,Connecticut FC,46829,3,1,2,0,3,1.0,1,7,-6,G2008,Champions League
33,Fairfax BRAVE SC ECNL G08,Fairfax Virginia Union,11956,3,1,2,0,3,1.0,4,11,-7,G2008,Champions League
34,Eclipse Select SC ECNL G08,Eclipse Select Soccer Club,46760,3,0,1,2,2,0.67,9,11,-2,G2008,Champions League
35,Minnesota Thunder ECNL G08,Minnesota Thunder Academy,46774,3,0,2,1,1,0.33,2,4,-2,G2008,Champions League
36,GSA ECNL G08,Gwinnett Soccer Academy,46812,3,0,2,1,1,0.33,1,6,-5,G2008,Champions League
37,FC DELCO ECNL G08,FC DELCO,36383,3,0,2,1,1,0.33,0,5,-5,G2008,Champions League
38,Eastside FC ECNL G08,Eastside FC (WA),46753,3,0,2,1,1,0.33,1,10,-9,G2008,Champions League
39,Internationals SC ECNL G08,Internationals SC,46797,3,0,2,1,1,0.33,5,15,-10,G2008,Champions League
40,Washington Premier ECNL G08,Washington Premier FC,39098,3,0,3,0,0,0.0,1,5,-4,G2008,Champions League
41,Alabama FC ECNL G08,Alabama FC,46807,3,0,3,0,0,0.0,4,12,-8,G2008,Champions League
42,Tampa Bay United ECNL G08,Tampa Bay United,36328,3,0,3,0,0,0.0,3,12,-9,G2008,Champions League
43,Concorde Fire Premier ECNL G08,Concorde Fire ,46809,3,0,3,0,0,0.0,2,11,-9,G2008,Champions League
44,Atlanta Fire United ECNL G08,Atlanta Fire United,43088,3,0,3,0,0,0.0,1,15,-14,G2008,Champions League
1,PDA Blue ECNL G09,PDA Blue (North),13678,3,3,0,0,9,3.0,11,3,8,G2009,Champions League
2,San Diego Surf ECNL G09,San Diego Surf Soccer Club,61178,3,3,0,0,9,3.0,8,0,8,G2009,Champions League
3,Kansas City Athletics ECNL G09,KC Athletics,33175,3,3,0,0,9,3.0,11,4,7,G2009,Champions League
4,Slammers FC HB Koge ECNL G09,Slammers FC HB Koge,54921,3,3,0,0,9,3.0,8,2,6,G2009,Champions League
5,World Class FC  ECNL G09,World Class FC,46959,3,3,0,0,9,3.0,9,6,3,G2009,Champions League
6,Penn Fusion SA ECNL G09,Penn Fusion Soccer Academy,46945,3,3,0,0,9,3.0,7,4,3,G2009,Champions League
7,Real Colorado National ECNL G09,Real Colorado,58631,3,2,0,1,7,2.33,7,3,4,G2009,Champions League
8,VDA ECNL G09,Virginia Development Academy,59474,3,2,0,1,7,2.33,8,5,3,G2009,Champions League
9,FC Dallas ECNL G09,FC Dallas Youth,58541,3,2,0,1,7,2.33,4,1,3,G2009,Champions League
10,Tennessee Soccer Club ECNL G09,Tennessee SC,47036,3,2,0,1,7,2.33,5,3,2,G2009,Champions League
11,Solar SC ECNL G09,Solar SC,59562,3,2,1,0,6,2.0,8,3,5,G2009,Champions League
12,Legends FC ECNL G09,Legends FC (CA),10361,3,2,1,0,6,2.0,11,7,4,G2009,Champions League
13,SLSG Navy ECNL G09,St. Louis Scott Gallagher,54343,3,2,1,0,6,2.0,7,3,4,G2009,Champions League
14,San Juan SC ECNL G09,San Juan Soccer Club,31488,3,2,1,0,6,2.0,7,5,2,G2009,Champions League
15,Concorde Fire Platinum ECNL G09,Concorde Fire ,59255,3,2,1,0,6,2.0,6,4,2,G2009,Champions League
16,Eclipse Select SC ECNL G09,Eclipse Select Soccer Club,59906,3,2,1,0,6,2.0,7,6,1,G2009,Champions League
17,Utah Royals FC-AZ ECNL G09,Utah Royals FC - AZ,56530,3,2,1,0,6,2.0,3,4,-1,G2009,Champions League
18,SUSA FC ECNL G09,SUSA FC,46963,3,1,0,2,5,1.67,6,4,2,G2009,Champions League
19,Sting Dallas Royal ECNL G09,Sting Soccer Club,68973,3,1,1,1,4,1.33,6,3,3,G2009,Champions League
20,Michigan Hawks ECNL G09,Michigan Hawks,50646,3,1,1,1,4,1.33,3,2,1,G2009,Champions League
21,Arizona Arsenal ECNL G09,Arizona Arsenal Soccer Club,58586,3,1,1,1,4,1.33,5,6,-1,G2009,Champions League
22,Internationals SC ECNL G09,Internationals SC,47003,3,1,1,1,4,1.33,5,7,-2,G2009,Champions League
23,Beach FC (CA) ECNL G09,Beach Futbol Club,60046,3,1,2,0,3,1.0,10,8,2,G2009,Champions League
24,Match Fit Academy ECNL G09,Match Fit Surf,46947,3,1,2,0,3,1.0,8,6,2,G2009,Champions League
25,Richmond United ECNL G09,Richmond United,59426,3,1,2,0,3,1.0,5,4,1,G2009,Champions League
26,Albion Hurricanes FC ECNL G09,Albion Hurricanes FC,59340,3,1,2,0,3,1.0,6,6,0,G2009,Champions League
27,Seattle United ECNL G09,Seattle United,56728,3,1,2,0,3,1.0,5,6,-1,G2009,Champions League
28,FC Stars Blue ECNL G09,FC Stars,36636,3,1,2,0,3,1.0,5,6,-1,G2009,Champions League
29,Bay Area Surf ECNL G09,Bay Area Surf,69035,3,1,2,0,3,1.0,4,5,-1,G2009,Champions League
30,XF Academy ECNL G09,Crossfire Premier,60436,3,1,2,0,3,1.0,4,6,-2,G2009,Champions League
31,Sporting Blue Valley ECNL G09,Sporting Blue Valley,60884,3,1,2,0,3,1.0,3,5,-2,G2009,Champions League
32,Dallas Texans ECNL G09,Dallas Texans,59998,3,1,2,0,3,1.0,3,5,-2,G2009,Champions League
33,MVLA ECNL G09,MVLA,33438,3,1,2,0,3,1.0,5,8,-3,G2009,Champions League
34,FC Prime ECNL G09,Athletic Club Florida,46728,3,1,2,0,3,1.0,3,6,-3,G2009,Champions League
35,Alabama FC ECNL G09,Alabama FC,58734,3,1,2,0,3,1.0,4,8,-4,G2009,Champions League
36,Ohio Premier ECNL G09,Ohio Premier,60137,3,1,2,0,3,1.0,4,8,-4,G2009,Champions League
37,Ohio Elite Soccer Academy ECNL G09,Ohio Elite Soccer Academy,47010,3,0,2,1,1,0.33,2,4,-2,G2009,Champions League
38,La Roca FC ECNL G09,La Roca FC,45847,3,0,2,1,1,0.33,2,7,-5,G2009,Champions League
39,NVA ECNL G09,Northern Virginia Alliance,54842,3,0,2,1,1,0.33,1,7,-6,G2009,Champions League
40,Charlotte SA ECNL G09,Charlotte Soccer Academy,59885,3,0,2,1,1,0.33,1,7,-6,G2009,Champions League
41,NC Courage ECNL G09,NC Courage Academy,60108,3,0,3,0,0,0.0,5,9,-4,G2009,Champions League
42,Atlanta Fire United ECNL G09,Atlanta Fire United,60033,3,0,3,0,0,0.0,6,13,-7,G2009,Champions League
43,United Futbol Academy ECNL G09,United Futbol Academy,59536,3,0,3,0,0,0.0,3,11,-8,G2009,Champions League
44,CESA Liberty ECNL G09,Carolina Elite Soccer Academy,46817,3,0,3,0,0,0.0,3,14,-11,G2009,Champions League
1,San Diego Surf ECNL G10,San Diego Surf Soccer Club,62104,3,3,0,0,9,3.0,18,3,15,G2010,Champions League
2,Legends FC ECNL G10,Legends FC (CA),65115,3,3,0,0,9,3.0,11,3,8,G2010,Champions League
3,Solar SC ECNL G10,Solar SC,66050,3,2,0,1,7,2.33,8,1,7,G2010,Champions League
4,Slammers FC HB Koge ECNL G10,Slammers FC HB Koge,64905,3,2,0,1,7,2.33,8,2,6,G2010,Champions League
5,Indy Eleven Pro Academy ECNL G10,Indy Eleven Academy,46996,3,2,0,1,7,2.33,6,1,5,G2010,Champions League
6,Real Colorado National ECNL G10,Real Colorado,69251,3,2,0,1,7,2.33,6,1,5,G2010,Champions League
7,GSA ECNL G10,Gwinnett Soccer Academy,68924,3,2,0,1,7,2.33,6,3,3,G2010,Champions League
8,Dallas Texans ECNL G10,Dallas Texans,69269,3,2,0,1,7,2.33,5,2,3,G2010,Champions League
9,La Roca FC ECNL G10,La Roca FC,69014,3,2,0,1,7,2.33,5,2,3,G2010,Champions League
10,Michigan Hawks ECNL G10,Michigan Hawks,69108,3,2,0,1,7,2.33,4,2,2,G2010,Champions League
11,Bethesda SC ECNL G10,Bethesda SC,60101,3,2,1,0,6,2.0,10,1,9,G2010,Champions League
12,Eastside FC ECNL G10,Eastside FC (WA),69451,3,2,1,0,6,2.0,9,1,8,G2010,Champions League
13,MVLA ECNL G10,MVLA,33633,3,2,1,0,6,2.0,9,3,6,G2010,Champions League
14,SLAMMERS FC ECNL G10,Slammers FC,64956,3,2,1,0,6,2.0,6,2,4,G2010,Champions League
15,FL Premier FC ECNL G10,Florida Premier FC,69293,3,2,1,0,6,2.0,5,1,4,G2010,Champions League
16,Albion Hurricanes FC ECNL G10,Albion Hurricanes FC,40463,3,2,1,0,6,2.0,7,5,2,G2010,Champions League
17,Penn Fusion SA ECNL G10,Penn Fusion Soccer Academy,59666,3,2,1,0,6,2.0,4,2,2,G2010,Champions League
18,FC Pride Elite ECNL G10,FC Pride,45767,3,2,1,0,6,2.0,3,1,2,G2010,Champions League
19,Sting Dallas Royal ECNL G10,Sting Soccer Club,68974,3,2,1,0,6,2.0,5,4,1,G2010,Champions League
20,Kansas City Athletics ECNL G10,KC Athletics,46766,3,2,1,0,6,2.0,5,7,-2,G2010,Champions League
21,Mustang SC ECNL G10,Mustang Soccer,18712,3,1,0,2,5,1.67,7,4,3,G2010,Champions League
22,Charlotte SA ECNL G10,Charlotte Soccer Academy,63697,3,1,1,1,4,1.33,8,6,2,G2010,Champions League
23,So Cal Blues ECNL G10,So Cal Blues,69520,3,1,1,1,4,1.33,4,4,0,G2010,Champions League
24,Beach FC (CA) ECNL G10,Beach Futbol Club,18443,3,1,1,1,4,1.33,3,3,0,G2010,Champions League
25,PDA Blue ECNL G10,PDA Blue (North),56324,3,1,1,1,4,1.33,3,4,-1,G2010,Champions League
26,World Class FC ECNL G10,World Class FC,14328,3,1,1,1,4,1.33,3,5,-2,G2010,Champions League
27,Portland Thorns ECNL G10,Portland Thorns FC,69551,3,1,2,0,3,1.0,5,5,0,G2010,Champions League
28,VDA ECNL G10,Virginia Development Academy,19656,3,1,2,0,3,1.0,3,5,-2,G2010,Champions League
29,SUSA FC ECNL G10,SUSA FC,59680,3,1,2,0,3,1.0,3,5,-2,G2010,Champions League
30,Internationals SC ECNL G10,Internationals SC,47002,3,1,2,0,3,1.0,3,5,-2,G2010,Champions League
31,SLSG Navy ECNL G10,St. Louis Scott Gallagher,68758,3,1,2,0,3,1.0,2,4,-2,G2010,Champions League
32,FC Prime ECNL G10,Athletic Club Florida,46727,3,1,2,0,3,1.0,5,8,-3,G2010,Champions League
33,San Juan SC ECNL G10,San Juan Soccer Club,32669,3,1,2,0,3,1.0,3,6,-3,G2010,Champions League
34,SLSG Green MO ECNL G10,St. Louis Scott Gallagher,68780,3,1,2,0,3,1.0,3,8,-5,G2010,Champions League
35,VA Union ECNL G10,Fairfax Virginia Union,69871,3,1,2,0,3,1.0,3,15,-12,G2010,Champions League
36,NC Courage ECNL G10,NC Courage Academy,69433,3,0,2,1,1,0.33,4,6,-2,G2010,Champions League
37,WNY Flash ECNL G10,WNY Flash Academy,47037,3,0,2,1,1,0.33,6,9,-3,G2010,Champions League
38,Fairfax BRAVE SC ECNL G10,Fairfax Virginia Union,68366,3,0,2,1,1,0.33,5,9,-4,G2010,Champions League
39,Atlanta Fire United ECNL G10,Atlanta Fire United,67127,3,0,3,0,0,0.0,2,7,-5,G2010,Champions League
40,Concorde Fire Platinum ECNL G10,Concorde Fire ,68802,3,0,3,0,0,0.0,2,9,-7,G2010,Champions League
41,FC Dallas ECNL G10,FC Dallas Youth,46266,3,0,3,0,0,0.0,3,12,-9,G2010,Champions League
42,Connecticut FC ECNL G10,Connecticut FC,68939,3,0,3,0,0,0.0,1,12,-11,G2010,Champions League
43,Florida Elite ECNL G10,Sporting SA,65960,3,0,3,0,0,0.0,0,11,-11,G2010,Champions League
44,Liverpool FC IA Michigan ECNL G10,Liverpool FC-IA Michigan,69186,3,0,3,0,0,0.0,2,14,-12,G2010,Champions League
1,San Diego Surf ECNL G11,San Diego Surf Soccer Club,77020,3,3,0,0,9,3.0,14,2,12,G2011,Champions League
2,Charlotte SA ECNL G11,Charlotte Soccer Academy,82098,3,3,0,0,9,3.0,14,3,11,G2011,Champions League
3,So Cal Blues ECNL G11,So Cal Blues,82132,3,3,0,0,9,3.0,10,0,10,G2011,Champions League
4,Eclipse Select SC ECNL G11,Eclipse Select Soccer Club,78148,3,3,0,0,9,3.0,9,0,9,G2011,Champions League
5,XF Academy ECNL G11,Crossfire Premier,82131,3,3,0,0,9,3.0,9,5,4,G2011,Champions League
6,Arlington Soccer ECNL G11,Arlington Soccer Association,82199,3,2,0,1,7,2.33,10,2,8,G2011,Champions League
7,SUSA FC ECNL G11,SUSA FC,59943,3,2,0,1,7,2.33,7,1,6,G2011,Champions League
8,Slammers FC HB Koge ECNL G11,Slammers FC HB Koge,64493,3,2,0,1,7,2.33,4,0,4,G2011,Champions League
9,Eastside FC ECNL G11,Eastside FC (WA),76992,3,2,0,1,7,2.33,8,5,3,G2011,Champions League
10,Legends FC ECNL G11,Legends FC (CA),24716,3,2,0,1,7,2.33,4,1,3,G2011,Champions League
11,FC Stars Blue ECNL G11,FC Stars,61500,3,2,0,1,7,2.33,6,4,2,G2011,Champions League
12,FC Dallas ECNL G11,FC Dallas Youth,63889,3,2,1,0,6,2.0,11,4,7,G2011,Champions League
13,Richmond United ECNL G11,Richmond United,81703,3,2,1,0,6,2.0,10,4,6,G2011,Champions League
14,SLAMMERS FC ECNL G11,Slammers FC,61426,3,2,1,0,6,2.0,9,5,4,G2011,Champions League
15,PDA Blue ECNL G11,PDA Blue (North),44465,3,2,1,0,6,2.0,7,4,3,G2011,Champions League
16,Eagles SC ECNL G11,Eagles SC,25917,3,2,1,0,6,2.0,6,3,3,G2011,Champions League
17,Washington Premier ECNL G11,Washington Premier FC,81526,3,2,1,0,6,2.0,5,4,1,G2011,Champions League
18,East Meadow SC ECNL G11,East Meadow Soccer Club,60352,3,2,1,0,6,2.0,5,4,1,G2011,Champions League
19,Michigan Hawks ECNL G11,Michigan Hawks,54493,3,2,1,0,6,2.0,3,2,1,G2011,Champions League
20,Solar SC ECNL G11,Solar SC,81882,3,2,1,0,6,2.0,4,4,0,G2011,Champions League
21,United Futbol Academy ECNL G11,United Futbol Academy,78164,3,1,1,1,4,1.33,9,4,5,G2011,Champions League
22,Bay Area Surf ECNL G11,Bay Area Surf,74987,3,1,1,1,4,1.33,7,6,1,G2011,Champions League
23,Mustang SC ECNL G11,Mustang Soccer,31529,3,1,1,1,4,1.33,3,2,1,G2011,Champions League
24,Real Colorado National ECNL G11,Real Colorado,81431,3,1,1,1,4,1.33,7,7,0,G2011,Champions League
25,Tennessee Soccer Club ECNL G11,Tennessee SC,82416,3,1,1,1,4,1.33,5,6,-1,G2011,Champions League
26,Bethesda SC ECNL G11,Bethesda SC,69569,3,1,2,0,3,1.0,3,3,0,G2011,Champions League
27,FL Premier FC ECNL G11,Florida Premier FC,69294,3,1,2,0,3,1.0,2,4,-2,G2011,Champions League
28,Sting Dallas Black ECNL G11,Sting Soccer Club,80765,3,1,2,0,3,1.0,3,7,-4,G2011,Champions League
29,Cleveland Force SC ECNL G11,Cleveland Force SC,60170,3,1,2,0,3,1.0,5,10,-5,G2011,Champions League
30,Liverpool FC IA Michigan ECNL G11,Liverpool FC-IA Michigan,69697,3,1,2,0,3,1.0,2,15,-13,G2011,Champions League
31,GSA ECNL G11,Gwinnett Soccer Academy,78200,3,0,1,2,2,0.67,3,5,-2,G2011,Champions League
32,Challenge SC ECNL G11,Challenge SC,79514,3,0,1,2,2,0.67,3,9,-6,G2011,Champions League
33,Sporting Blue Valley ECNL G11,Sporting Blue Valley,79701,3,0,2,1,1,0.33,1,5,-4,G2011,Champions League
34,Florida Elite ECNL G11,Sporting SA,69334,3,0,2,1,1,0.33,3,8,-5,G2011,Champions League
35,NC Courage ECNL G11,NC Courage Academy,81852,3,0,2,1,1,0.33,2,7,-5,G2011,Champions League
36,Concorde Fire Platinum ECNL G11,Concorde Fire ,81340,3,0,2,1,1,0.33,1,6,-5,G2011,Champions League
37,OK Energy FC ECNL G11,Oklahoma Energy FC,80774,3,0,2,1,1,0.33,0,5,-5,G2011,Champions League
38,FC Prime G11 ECNL,Athletic Club Florida,83371,3,0,2,1,1,0.33,2,9,-7,G2011,Champions League
39,VDA ECNL G11,Virginia Development Academy,81266,3,0,2,1,1,0.33,2,10,-8,G2011,Champions League
40,SLSG Navy ECNL G11,St. Louis Scott Gallagher,79620,3,0,3,0,0,0.0,4,9,-5,G2011,Champions League
41,Penn Fusion SA ECNL G11,Penn Fusion Soccer Academy,68841,3,0,3,0,0,0.0,3,8,-5,G2011,Champions League
42,MVLA ECNL G11,MVLA,55477,3,0,3,0,0,0.0,1,7,-6,G2011,Champions League
43,FC Alliance ECNL G11,FC Alliance TN,59429,3,0,3,0,0,0.0,7,14,-7,G2011,Champions League
44,Internationals SC ECNL G11,Internationals SC,54724,3,0,3,0,0,0.0,0,10,-10,G2011,Champions League
