rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
16,Concorde Fire Platinum ECNL GU15,Concorde Fire ,19885,3,1,1,1,4,1.33,5,3,2,U15,Champions League
17,Minnesota Thunder ECNL GU15,No Club Selection,20378,3,1,1,1,4,1.33,4,3,1,U15,Champions League
18,Bethesda SC ECNL GU15,Bethesda SC,20341,3,1,1,1,4,1.33,4,5,-1,U15,Champions League
19,Sunrise Prime FC ECNL GU15,Athletic Club Florida,20328,3,1,1,1,4,1.33,4,6,-2,U15,Champions League
20,VDA ECNL GU15,Virginia Development Academy,19656,3,0,0,3,3,1.0,4,4,0,U15,Champions League
21,SLSG Navy ECNL GU15,St. Louis Scott Gallagher,20075,3,1,2,0,3,1.0,1,2,-1,U15,Champions League
22,Connecticut FC ECNL GU15,Connecticut FC,11478,3,1,2,0,3,1.0,3,6,-3,U15,Champions League
23,Real Colorado National ECNL GU15,Real Colorado,45855,3,0,1,2,2,0.67,1,2,-1,U15,Champions League
24,MVLA ECNL GU15,MVLA,20426,3,0,2,1,1,0.33,3,6,-3,U15,Champions League
25,Charlotte SA ECNL GU15,Charlotte Soccer Academy,44723,3,0,2,1,1,0.33,0,4,-4,U15,Champions League
26,SLSG WhiteECNL GU15,St. Louis Scott Gallagher,20379,3,0,2,1,1,0.33,0,5,-5,U15,Champions League
27,Davis Legacy ECNL GU15,Davis Legacy Soccer Club,20425,3,0,2,1,1,0.33,1,8,-7,U15,Champions League
28,Crossfire United ECNL GU15,Oregon Surf SC,18342,3,0,2,1,1,0.33,4,12,-8,U15,Champions League
29,CESA ECNL GU15,Carolina Elite Soccer Academy,20311,3,0,2,1,1,0.33,1,9,-8,U15,Champions League
30,Real So Cal ECNL GU15,LAFC So Cal,45889,3,0,3,0,0,0.0,2,8,-6,U15,Champions League
31,Portland Thorns ECNL GU15,Portland Thorns FC,45861,3,0,3,0,0,0.0,0,8,-8,U15,Champions League
32,Washington Premier ECNL GU15,Washington Premier FC,18776,3,0,3,0,0,0.0,1,11,-10,U15,Champions League
1,PDA Blue ECNL GU16,PDA Blue (North),1792,4,4,0,0,12,3.0,19,8,11,U16,Champions League
2,LAFC Slammers ECNL GU16,Slammers FC HB Koge,10076,4,4,0,0,12,3.0,9,2,7,U16,Champions League
3,Richmond United ECNL GU16,Richmond United,11507,4,3,0,1,10,2.5,9,5,4,U16,Champions League
4,Tampa Bay United Rowdies ECNL GU16,Tampa Bay United,11775,4,3,0,1,10,2.5,6,2,4,U16,Champions League
5,Real Colorado National ECNL GU16,Real Colorado,45856,3,2,0,1,7,2.33,7,3,4,U16,Champions League
6,FC Dallas ECNL GU16,FC Dallas Youth,46785,3,2,0,1,7,2.33,3,1,2,U16,Champions League
7,WNY Flash Academy ECNL GU16,WNY Flash Academy,12532,3,2,1,0,6,2.0,8,7,1,U16,Champions League
8,Kansas City Athletics ECNL GU16,KC Athletics,19372,3,2,1,0,6,2.0,3,3,0,U16,Champions League
9,Crossfire Premier ECNL GU16,Crossfire Premier,12590,3,2,1,0,6,2.0,6,7,-1,U16,Champions League
10,World Class FC ECNL GU16,World Class FC,12262,4,2,1,1,7,1.75,9,4,5,U16,Champions League
11,Solar SC ECNL GU16,Solar SC,11427,4,2,1,1,7,1.75,10,6,4,U16,Champions League
12,Michigan Hawks ECNL GU16,Michigan Hawks,19897,4,2,1,1,7,1.75,8,4,4,U16,Champions League
13,Sunrise Prime FC ECNL GU16,Athletic Club Florida,19371,3,1,0,2,5,1.67,5,4,1,U16,Champions League
14,PDA White ECNL GU16,Players Development Academy,1866,4,2,2,0,6,1.5,8,7,1,U16,Champions League
15,SLSG Navy ECNL GU16,St. Louis Scott Gallagher,11283,3,1,1,1,4,1.33,5,3,2,U16,Champions League
16,DeAnza Force ECNL GU16,Force,45844,3,1,1,1,4,1.33,5,3,2,U16,Champions League
17,GSA ECNL GU16,Gwinnett Soccer Academy,11636,3,1,1,1,4,1.33,7,6,1,U16,Champions League
18,Heat FC ECNL GU16,LV Heat Surf SC ,11814,3,1,1,1,4,1.33,7,8,-1,U16,Champions League
19,FC Alliance ECNL GU16,FC Alliance TN,12536,3,1,1,1,4,1.33,5,7,-2,U16,Champions League
20,San Diego Surf ECNL GU16,San Diego Surf Soccer Club,45878,3,1,2,0,3,1.0,7,6,1,U16,Champions League
21,FC Stars Blue ECNL GU16,FC Stars,19892,3,1,2,0,3,1.0,3,4,-1,U16,Champions League
22,NC Courage ECNL GU16,NC Courage Academy,44731,3,1,2,0,3,1.0,6,8,-2,U16,Champions League
23,DKSC ECNL GU16,No Club Selection,11872,3,1,2,0,3,1.0,3,5,-2,U16,Champions League
24,Charlotte SA ECNL GU16,Charlotte Soccer Academy,44724,3,1,2,0,3,1.0,4,7,-3,U16,Champions League
25,Tennessee Soccer Club ECNL GU16,Tennessee SC,11643,3,1,2,0,3,1.0,3,8,-5,U16,Champions League
26,Davis Legacy ECNL GU16,Davis Legacy Soccer Club,11107,3,0,2,1,1,0.33,7,11,-4,U16,Champions League
27,Real Colorado Athletico ECNL GU16,Real Colorado,46446,3,0,2,1,1,0.33,4,9,-5,U16,Champions League
28,San Juan SC ECNL GU16,San Juan Soccer Club,12597,3,0,3,0,0,0.0,3,7,-4,U16,Champions League
29,So Cal Blues ECNL GU16,So Cal Blues,17811,3,0,3,0,0,0.0,5,10,-5,U16,Champions League
30,Portland Thorns ECNL GU16,Portland Thorns FC,45862,3,0,3,0,0,0.0,2,7,-5,U16,Champions League
31,Florida Elite SA ECNL GU16,Sporting SA,11546,3,0,3,0,0,0.0,2,9,-7,U16,Champions League
32,Match Fit Academy ECNL GU16,Match Fit Surf,12263,3,0,3,0,0,0.0,2,9,-7,U16,Champions League
1,Solar SC ECNL GU17,Solar SC,11589,4,4,0,0,12,3.0,13,1,12,U17,Champions League
2,MVLA ECNL GU17,MVLA,11586,4,4,0,0,12,3.0,11,1,10,U17,Champions League
3,LAFC Slammers ECNL GU17,Slammers FC HB Koge,10942,4,4,0,0,12,3.0,11,3,8,U17,Champions League
4,United Futbol Academy ECNL U17,United Futbol Academy,45838,4,3,0,1,10,2.5,14,8,6,U17,Champions League
5,DKSC ECNL GU17,No Club Selection,11588,3,2,0,1,7,2.33,7,3,4,U17,Champions League
6,SUSA FC ECNL GU17,SUSA FC,19410,3,2,0,1,7,2.33,9,7,2,U17,Champions League
7,Real Colorado National ECNL GU17,Real Colorado,45857,4,3,1,0,9,2.25,17,5,12,U17,Champions League
8,So Cal Blues ECNL GU17,So Cal Blues,8953,3,2,1,0,6,2.0,8,5,3,U17,Champions League
9,Michigan Hawks ECNL GU17,Michigan Hawks,19898,3,2,1,0,6,2.0,6,4,2,U17,Champions League
10,Richmond United ECNL GU17,Richmond United,7536,3,2,1,0,6,2.0,3,1,2,U17,Champions League
11,FC Pride ECNL GU17,No Club Selection,10871,3,2,1,0,6,2.0,6,10,-4,U17,Champions League
12,Concorde Fire Platinum ECNL GU17,Concorde Fire ,19903,4,2,1,1,7,1.75,14,8,6,U17,Champions League
13,Ohio Elite Soccer Academy ECNL GU17,Ohio Elite Soccer Academy,11602,4,2,1,1,7,1.75,10,8,2,U17,Champions League
14,FC Dallas ECNL GU17,FC Dallas Youth,46786,4,2,1,1,7,1.75,3,2,1,U17,Champions League
15,Charlotte SA ECNL GU17,Charlotte Soccer Academy,44725,3,1,1,1,4,1.33,3,2,1,U17,Champions League
16,East Meadow SC ECNL GU17,East Meadow Soccer Club,11575,3,1,1,1,4,1.33,5,7,-2,U17,Champions League
17,SLSG Navy ECNL GU17,St. Louis Scott Gallagher,11284,3,1,1,1,4,1.33,3,5,-2,U17,Champions League
18,Tennessee Soccer Club ECNL GU17,Tennessee SC,10849,3,1,1,1,4,1.33,1,4,-3,U17,Champions League
19,PDA Blue ECNL GU17,PDA Blue (North),19877,3,1,2,0,3,1.0,4,5,-1,U17,Champions League
20,San Diego Surf ECNL GU17,San Diego Surf Soccer Club,45879,3,1,2,0,3,1.0,7,9,-2,U17,Champions League
21,Match Fit Academy ECNL GU17,Match Fit Surf,2166,3,1,2,0,3,1.0,5,8,-3,U17,Champions League
22,Eastside FC ECNL GU17,Eastside FC (WA),35154,3,1,2,0,3,1.0,2,6,-4,U17,Champions League
23,FC Stars White ECNL GU17,FC Stars,7119,3,1,2,0,3,1.0,3,9,-6,U17,Champions League
24,San Juan SC ECNL GU17,San Juan Soccer Club,7758,3,0,1,2,2,0.67,1,2,-1,U17,Champions League
25,Real So Cal ECNL GU17,LAFC So Cal,45891,3,0,2,1,1,0.33,0,3,-3,U17,Champions League
26,NC Courage ECNL GU17,NC Courage Academy,44732,3,0,2,1,1,0.33,5,10,-5,U17,Champions League
27,Minnesota Thunder ECNL GU17,No Club Selection,11564,3,0,3,0,0,0.0,6,9,-3,U17,Champions League
28,Sunrise Prime FC ECNL GU17,Athletic Club Florida,20329,3,0,3,0,0,0.0,8,12,-4,U17,Champions League
29,Crossfire Premier ECNL GU17,Crossfire Premier,11576,3,0,3,0,0,0.0,3,7,-4,U17,Champions League
30,McLean YSA ECNL GU17,McLean Youth Soccer,11504,3,0,3,0,0,0.0,4,11,-7,U17,Champions League
31,Crossfire United ECNL GU17,Oregon Surf SC,10434,3,0,3,0,0,0.0,3,11,-8,U17,Champions League
32,Utah Avalanche ECNL 04,Utah Avalanche,11580,3,0,3,0,0,0.0,2,11,-9,U17,Champions League
1,FC Wisconsin ECNL GU18/U19,FC Wisconsin Girls,6895,2,2,0,0,6,3.0,7,0,7,U18/U19,Optional Showcase
2,Sunrise Prime FC ECNL GU18/U19,Athletic Club Florida,20330,2,2,0,0,6,3.0,5,1,4,U18/U19,Optional Showcase
3,Michigan Hawks Magic ECNL GU18/U19,Michigan Hawks,6903,2,2,0,0,6,3.0,5,1,4,U18/U19,Optional Showcase
4,BRYC Elite Academy ECNL GU18/U19,Braddock Road Youth Club,1517,2,2,0,0,6,3.0,5,2,3,U18/U19,Optional Showcase
5,East Meadow SC ECNL GU18/U19,East Meadow Soccer Club,6882,2,1,1,0,3,1.5,3,2,1,U18/U19,Optional Showcase
6,Tampa Bay United Rowdies ECNL GU18/U19,Tampa Bay United,7068,2,1,1,0,3,1.5,3,3,0,U18/U19,Optional Showcase
7,Eclipse Select SC North ECNL GU18/U19,Eclipse Select Soccer Club,20191,2,0,2,0,0,0.0,1,4,-3,U18/U19,Optional Showcase
8,Connecticut FC ECNL GU18/U19,Connecticut FC,6885,2,0,2,0,0,0.0,1,5,-4,U18/U19,Optional Showcase
9,AHFC ECNL GU18/U19,Albion Hurricanes FC,6871,2,0,2,0,0,0.0,2,7,-5,U18/U19,Optional Showcase
10,Seattle United ECNL GU18/U19,Seattle United,10594,2,0,2,0,0,0.0,0,7,-7,U18/U19,Optional Showcase
