rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
3,Davis Legacy ECNL GU15,Davis Legacy Soccer Club,20425,7,4,2,1,13,1.86,16,9,7,GU15,Bay Area
4,Pleasanton Rage ECNL GU15,Pleasanton Rage,20429,7,3,2,2,11,1.57,6,10,-4,GU15,Bay Area
5,Mustang SC ECNL GU15,Mustang Soccer,13301,7,3,3,1,10,1.43,15,12,3,GU15,Bay Area
6,Santa Rosa United ECNL GU15,Santa Rosa United Soccer,20432,7,2,4,1,7,1.0,9,18,-9,GU15,Bay Area
7,Marin FC ECNL GU15,Marin FC,35163,7,2,5,0,6,0.86,5,11,-6,GU15,Bay Area
8,DeAnza Force ECNL GU15,Force,45843,7,0,6,1,1,0.14,2,22,-20,GU15,Bay Area
1,Colorado Rapids ECNL GU15,Colorado Storm,21349,10,8,0,2,26,2.6,35,7,28,GU15,Mountain
2,Utah Avalanche ECNL GU15,Utah Avalanche,20424,10,5,2,3,18,1.8,22,12,10,GU15,Mountain
3,Real Colorado National ECNL GU15,Real Colorado,45855,10,5,5,0,15,1.5,18,15,3,GU15,Mountain
4,La Roca FC ECNL GU15,La Roca FC,45849,10,3,3,4,13,1.3,18,12,6,GU15,Mountain
5,Real Colorado Athletico ECNL GU15,Real Colorado,46445,10,3,4,3,12,1.2,13,17,-4,GU15,Mountain
6,Pride SC ECNL GU15,No Club Selection,35221,10,0,10,0,0,0.0,3,46,-43,GU15,Mountain
1,Washington Premier ECNL GU15,Washington Premier FC,18776,12,8,0,4,28,2.33,27,9,18,GU15,Pacific
2,Crossfire United ECNL GU15,Oregon Surf SC,18342,12,8,1,3,27,2.25,36,9,27,GU15,Pacific
3,Portland Thorns Academy ECNL GU15,Portland Thorns FC,45861,12,8,2,2,26,2.17,28,10,18,GU15,Pacific
4,Crossfire Premier ECNL GU15,Crossfire Premier,13932,12,6,4,2,20,1.67,24,11,13,GU15,Pacific
5,Eastside FC ECNL GU15,Eastside FC (WA),10513,12,6,5,1,19,1.58,17,14,3,GU15,Pacific
6,Pacific Northwest SC ECNL GU15,PacNW,19484,12,5,6,1,16,1.33,17,21,-4,GU15,Pacific
7,Seattle United ECNL GU15,Seattle United,19791,12,2,9,1,7,0.58,17,33,-16,GU15,Pacific
8,FC Portland ECNL GU15,FC Portland Academy,20247,12,2,10,0,6,0.5,6,38,-32,GU15,Pacific
9,Boise Thorns FC ECNL GU15,Boise Timbers | Thorns,20416,8,0,8,0,0,0.0,5,32,-27,GU15,Pacific
1,Davis Legacy ECNL GU16,Davis Legacy Soccer Club,11107,7,6,0,1,19,2.71,23,6,17,GU16,Bay Area
2,San Juan SC ECNL GU16,San Juan Soccer Club,12597,7,5,1,1,16,2.29,11,6,5,GU16,Bay Area
3,Mustang SC ECNL GU16,Mustang Soccer,12598,7,5,2,0,15,2.14,18,7,11,GU16,Bay Area
4,DeAnza Force ECNL GU16,Force,45844,7,4,3,0,12,1.71,16,10,6,GU16,Bay Area
5,MVLA ECNL GU16,MVLA,12024,7,3,4,0,9,1.29,17,10,7,GU16,Bay Area
6,Pleasanton Rage ECNL GU16,Pleasanton Rage,11855,7,2,5,0,6,0.86,7,14,-7,GU16,Bay Area
7,Santa Rosa United ECNL GU16,Santa Rosa United Soccer,12596,7,2,5,0,6,0.86,7,26,-19,GU16,Bay Area
8,Marin FC ECNL GU16,Marin FC,35164,7,0,7,0,0,0.0,2,22,-20,GU16,Bay Area
1,Real Colorado National ECNL GU16,Real Colorado,45856,10,10,0,0,30,3.0,37,1,36,GU16,Mountain
2,Real Colorado Athletico ECNL GU16,Real Colorado,46446,10,5,2,3,18,1.8,15,10,5,GU16,Mountain
3,La Roca FC ECNL GU16,La Roca FC,45850,10,4,3,3,15,1.5,10,8,2,GU16,Mountain
4,Utah Avalanche ECNL GU16,Utah Avalanche,12594,10,3,5,2,11,1.1,7,17,-10,GU16,Mountain
5,Colorado Rapids ECNL GU16,Colorado Storm,11901,10,3,6,1,10,1.0,12,18,-6,GU16,Mountain
6,Pride SC ECNL GU16,No Club Selection,35222,10,0,9,1,1,0.1,6,33,-27,GU16,Mountain
1,Crossfire Premier ECNL GU16,Crossfire Premier,12590,12,11,1,0,33,2.75,47,9,38,GU16,Pacific
2,Portland Thorns Academy ECNL GU16,Portland Thorns FC,45862,12,9,3,0,27,2.25,26,8,18,GU16,Pacific
3,Crossfire United ECNL GU16,Oregon Surf SC,7129,12,8,4,0,24,2.0,16,8,8,GU16,Pacific
4,Seattle United ECNL GU16,Seattle United,19792,12,5,5,2,17,1.42,10,9,1,GU16,Pacific
5,Boise Thorns FC ECNL GU16,Boise Timbers | Thorns,12593,8,3,3,2,11,1.38,14,9,5,GU16,Pacific
6,FC Portland ECNL GU16,FC Portland Academy,12592,12,5,6,1,16,1.33,15,21,-6,GU16,Pacific
7,Eastside FC ECNL GU16,Eastside FC (WA),33076,12,3,9,0,9,0.75,8,30,-22,GU16,Pacific
8,Pacific Northwest SC ECNL GU16,PacNW,19373,12,2,8,2,8,0.67,12,29,-17,GU16,Pacific
9,Washington Premier ECNL GU16,Washington Premier FC,12363,12,2,9,1,7,0.58,10,35,-25,GU16,Pacific
1,San Juan SC ECNL GU17,San Juan Soccer Club,7758,7,6,0,1,19,2.71,17,4,13,GU17,Bay Area
2,MVLA ECNL GU17,MVLA,11586,7,6,1,0,18,2.57,19,7,12,GU17,Bay Area
3,Santa Rosa United ECNL GU17,Santa Rosa United Soccer,11583,7,3,3,1,10,1.43,18,15,3,GU17,Bay Area
4,Mustang SC ECNL GU17,Mustang Soccer,11585,7,3,3,1,10,1.43,12,11,1,GU17,Bay Area
5,DeAnza Force ECNL GU17,Force,45845,7,2,2,3,9,1.29,13,12,1,GU17,Bay Area
6,Marin FC ECNL GU17,Marin FC,35165,7,2,3,2,8,1.14,6,9,-3,GU17,Bay Area
7,Davis Legacy ECNL GU17,Davis Legacy Soccer Club,10853,7,1,5,1,4,0.57,7,18,-11,GU17,Bay Area
8,Pleasanton Rage ECNL GU17,Pleasanton Rage,10626,7,0,6,1,1,0.14,4,20,-16,GU17,Bay Area
1,Real Colorado National ECNL GU17,Real Colorado,45857,10,10,0,0,30,3.0,36,4,32,GU17,Mountain
2,Utah Avalanche ECNL GU17,Utah Avalanche,11580,10,7,2,1,22,2.2,35,10,25,GU17,Mountain
3,Colorado Rapids ECNL GU17,Colorado Storm,6883,10,5,4,1,16,1.6,25,19,6,GU17,Mountain
4,Real Colorado Athletico ECNL GU17,Real Colorado,46447,10,2,5,3,9,0.9,13,25,-12,GU17,Mountain
5,Pride SC ECNL GU17,No Club Selection,35223,10,1,7,2,5,0.5,10,45,-35,GU17,Mountain
1,Eastside FC ECNL GU17,Eastside FC (WA),35154,12,9,0,3,30,2.5,37,14,23,GU17,Pacific
2,Crossfire United ECNL GU17,Oregon Surf SC,10434,12,9,1,2,29,2.42,49,13,36,GU17,Pacific
3,Crossfire Premier ECNL GU17,Crossfire Premier,11576,12,9,3,0,27,2.25,45,17,28,GU17,Pacific
4,Pacific Northwest SC ECNL GU17,PacNW,19374,12,8,3,1,25,2.08,41,16,25,GU17,Pacific
5,Portland Thorns Academy ECNL GU17,Portland Thorns FC,45863,12,4,6,2,14,1.17,20,32,-12,GU17,Pacific
6,Boise Thorns FC ECNL GU17,Boise Timbers | Thorns,11579,8,2,4,2,8,1.0,10,21,-11,GU17,Pacific
7,Washington Premier ECNL GU17,Washington Premier FC,11577,12,3,8,1,10,0.83,16,24,-8,GU17,Pacific
8,Seattle United ECNL GU17,Seattle United,18546,12,2,9,1,7,0.58,15,37,-22,GU17,Pacific
9,FC Portland ECNL GU17,FC Portland Academy,11578,12,0,12,0,0,0.0,4,63,-59,GU17,Pacific
1,Mustang SC ECNL GU18/U19,Mustang Soccer,7211,7,5,2,0,15,2.14,17,7,10,GU18/U19,Bay Area
2,DeAnza Forece ECNL GU18/U19,Force,45846,7,5,2,0,15,2.14,13,6,7,GU18/U19,Bay Area
3,Pleasanton Rage ECNL GU18/U19,Pleasanton Rage,6899,7,4,2,1,13,1.86,11,8,3,GU18/U19,Bay Area
4,MVLA ECNL GU18/U19,MVLA,6987,7,4,2,1,13,1.86,17,7,10,GU18/U19,Bay Area
5,San Juan SC ECNL GU18/U19,San Juan Soccer Club,6912,6,2,2,2,8,1.33,10,13,-3,GU18/U19,Bay Area
6,Marin FC ECNL GU18/U19,Marin FC,35166,6,2,3,1,7,1.17,7,6,1,GU18/U19,Bay Area
7,Davis Legacy ECNL GU18/U19,Davis Legacy Soccer Club,10854,6,1,5,0,3,0.5,5,17,-12,GU18/U19,Bay Area
8,Santa Rosa United ECNL GU18/U19,Santa Rosa United Soccer,6913,6,0,5,1,1,0.17,1,17,-16,GU18/U19,Bay Area
1,Real Colorado National ECNL GU18/U19,Real Colorado,45858,10,9,1,0,27,2.7,36,12,24,GU18/U19,Mountain
2,La Roca FC ECNL GU18/U19,La Roca FC,45852,10,8,2,0,24,2.4,38,8,30,GU18/U19,Mountain
3,Utah Avalanche ECNL GU18/U19,Utah Avalanche,6935,10,5,5,0,15,1.5,24,16,8,GU18/U19,Mountain
4,Colorado Rapids ECNL GU18/U19,Colorado Storm,2856,10,4,6,0,12,1.2,23,31,-8,GU18/U19,Mountain
5,Real Colorado Athletico ECNL GU18/U19,Real Colorado,46448,10,3,7,0,9,0.9,12,33,-21,GU18/U19,Mountain
6,Pride SC ECNL GU18/U19,Pride SC,35224,10,1,9,0,3,0.3,10,43,-33,GU18/U19,Mountain
1,Crossfire United ECNL GU18/U19,Oregon Surf SC,6932,12,10,1,1,31,2.58,47,9,38,GU18/U19,Pacific
2,Crossfire Premier ECNL GU18/U19,Crossfire Premier,6996,12,10,1,1,31,2.58,37,4,33,GU18/U19,Pacific
3,Washington Premier ECNL GU18/U19,Washington Premier FC,7035,11,6,3,2,20,1.82,21,10,11,GU18/U19,Pacific
4,Pacific Northwest SC ECNL GU18/U19,PacNW,19375,10,5,3,2,17,1.7,26,12,14,GU18/U19,Pacific
5,Seattle United ECNL GU18/U19,Seattle United,10594,12,6,5,1,19,1.58,27,12,15,GU18/U19,Pacific
6,Eastside FC ECNL GU18/U19,Eastside FC (WA),10263,12,3,8,1,10,0.83,10,31,-21,GU18/U19,Pacific
7,FC Portland ECNL GU18/U19,FC Portland Academy,6931,12,3,9,0,9,0.75,11,53,-42,GU18/U19,Pacific
8,Boise Thorns FC ECNL GU18/U19,Boise Timbers | Thorns,6892,6,1,5,0,3,0.5,6,16,-10,GU18/U19,Pacific
9,Portland Thorns Academy ECNL GU18/U19,Portland Thorns FC,45864,11,1,10,0,3,0.27,7,45,-38,GU18/U19,Pacific
1,Mustang SC ECNL GU18/U19 Composite,Mustang Soccer,10642,1,1,0,0,3,3.0,2,1,1,GU18/U19 Composite,Bay Area
2,Pleasanton Rage ECNL GU18/U19 Composite,Pleasanton Rage,35383,1,0,1,0,0,0.0,1,2,-1,GU18/U19 Composite,Bay Area
3,DeAnza Force ECNL GU18/U19 Composite,Force,46394,0,0,0,0,0,0.0,0,0,0,GU18/U19 Composite,Bay Area
4,Davis Legacy ECNL GU18/U19 Composite,Davis Legacy Soccer Club,35374,0,0,0,0,0,0.0,0,0,0,GU18/U19 Composite,Bay Area
5,Marin FC ECNL GU18/U19 Composite,Marin FC,35854,0,0,0,0,0,0.0,0,0,0,GU18/U19 Composite,Bay Area
6,MVLA ECNL GU18/U19 Composite ,MVLA,47719,0,0,0,0,0,0.0,0,0,0,GU18/U19 Composite,Bay Area
7,San Juan SC ECNL GU18/U19 Composite,San Juan Soccer Club,35386,0,0,0,0,0,0.0,0,0,0,GU18/U19 Composite,Bay Area
8,Santa Rosa United ECNL U18/U19 Composite,Santa Rosa United Soccer,35389,0,0,0,0,0,0.0,0,0,0,GU18/U19 Composite,Bay Area
1,Pacific Northwest SC ECNL GU18/U19 Composite,PacNW,19377,8,7,0,1,22,2.75,17,3,14,GU18/U19 Composite,Pacific
2,Crossfire Premier ECNL GU18/U19 Composite,Crossfire Premier,47758,8,6,1,1,19,2.38,16,5,11,GU18/U19 Composite,Pacific
3,Seattle United ECNL GU18/U19 Composite,Seattle United,31573,8,2,5,1,7,0.88,8,15,-7,GU18/U19 Composite,Pacific
4,Eastside FC ECNL GU18/U19 Composite,Eastside FC (WA),48009,8,2,6,0,6,0.75,7,21,-14,GU18/U19 Composite,Pacific
5,Washington Premier ECNL GU18/U19 Composite,Washington Premier FC,3052,8,1,6,1,4,0.5,6,10,-4,GU18/U19 Composite,Pacific
